Review text,clean_text,normalisasi_text,tokenize,stopword_removal,steming_data
"sebagai partner shope kami sangat tidak nyaman dengan ada nya penalti- penalti nggak jelas, jika memang makanan kurang memuaskan biarkan saja pelanggan yang menilai, tidak perlu ada penalti lalu di tangguhkan resto nya,shope mau nya menang sendiri jika ada promo2 langsung di ikut sertakan tanda ada pemberitahuan.",sebagai partner shope kami sangat tidak nyaman dengan penalti penalti nggak jelas jika memang makanan kurang memuaskan biarkan saja pelanggan yang menilai tidak perlu penalti lalu tangguhkan resto nyashope menang sendiri jika promo langsung ikut sertakan tanda pemberitahuan,sebagai partner shope kami sangat tidak nyaman dengan penalti penalti tidak jelas jika memang makanan kurang memuaskan biarkan saja pelanggan yang menilai tidak perlu penalti lalu tangguhkan resto nyashope menang sendiri jika promo langsung ikut sertakan tanda pemberitahuan,"['sebagai', 'partner', 'shope', 'kami', 'sangat', 'tidak', 'nyaman', 'dengan', 'penalti', 'penalti', 'tidak', 'jelas', 'jika', 'memang', 'makanan', 'kurang', 'memuaskan', 'biarkan', 'saja', 'pelanggan', 'yang', 'menilai', 'tidak', 'perlu', 'penalti', 'lalu', 'tangguhkan', 'resto', 'nyashope', 'menang', 'sendiri', 'jika', 'promo', 'langsung', 'ikut', 'sertakan', 'tanda', 'pemberitahuan']","['partner', 'shope', 'nyaman', 'penalti', 'penalti', 'makanan', 'memuaskan', 'biarkan', 'pelanggan', 'menilai', 'penalti', 'tangguhkan', 'resto', 'nyashope', 'menang', 'promo', 'langsung', 'sertakan', 'tanda', 'pemberitahuan']",partner shope nyaman penalti penalti makan muas biar langgan nilai penalti tangguh resto nyashope menang promo langsung serta tanda pemberitahuan
cepatdan murah,cepatdan murah,cepatdan murah,"['cepatdan', 'murah']","['cepatdan', 'murah']",cepatdan murah
limit nya malah turun,limit malah turun,limit malah turun,"['limit', 'malah', 'turun']","['limit', 'turun']",limit turun
yareu,yareu,yareu,['yareu'],['yareu'],yareu
aplikasi aneh lah 225 ribu gw ilang gitu aja,aplikasi aneh ribu ilang gitu,aplikasi aneh ribu hilang begitu,"['aplikasi', 'aneh', 'ribu', 'hilang', 'begitu']","['aplikasi', 'aneh', 'ribu', 'hilang']",aplikasi aneh ribu hilang
"mudah,aman,keren",mudahamankeren,mudahamankeren,['mudahamankeren'],['mudahamankeren'],mudahamankeren
Pembayaran akan lebih mudah dan tepat,pembayaran akan lebih mudah tepat,pembayaran akan lebih mudah tepat,"['pembayaran', 'akan', 'lebih', 'mudah', 'tepat']","['pembayaran', 'mudah']",bayar mudah
bagusss bangett,bagusss bangett,bagus banget,"['bagus', 'banget']","['bagus', 'banget']",bagus banget
ribet banget malesss,ribet banget malesss,ribet banget malesss,"['ribet', 'banget', 'malesss']","['ribet', 'banget', 'malesss']",ribet banget malesss
apk goblok gakbisa daftar,goblok gakbisa daftar,goblok gakbisa daftar,"['goblok', 'gakbisa', 'daftar']","['goblok', 'gakbisa', 'daftar']",goblok gakbisa daftar
"Bagus dan sangat membantu, untuk pembayaran Spaylater saran saya bisa dibayar per 1 atau 2 item pesanan sebelum jatuh tempo. karena yang sekarang pembayaran masih digabungkan tidak bisa dibayar yang item yang dipilih. Untuk saat ini bintang 4 dulu. nanti kalau sudah bisa bayar per pesanan saya tambah lagi bintangnya. Terimakasih ⭐⭐⭐⭐",bagus sangat membantu untuk pembayaran spaylater saran saya bisa dibayar atau item pesanan sebelum jatuh tempo karena yang sekarang pembayaran masih digabungkan tidak bisa dibayar yang item yang dipilih untuk saat bintang dulu nanti kalau sudah bisa bayar pesanan saya tambah lagi bintangnya terimakasih,bagus sangat membantu untuk pembayaran spaylater saran saya bisa dibayar atau item pesanan sebelum jatuh tempo karena yang sekarang pembayaran masih digabungkan tidak bisa dibayar yang item yang dipilih untuk saat bintang dulu nanti kalau sudah bisa bayar pesanan saya tambah lagi bintangnya terimakasih,"['bagus', 'sangat', 'membantu', 'untuk', 'pembayaran', 'spaylater', 'saran', 'saya', 'bisa', 'dibayar', 'atau', 'item', 'pesanan', 'sebelum', 'jatuh', 'tempo', 'karena', 'yang', 'sekarang', 'pembayaran', 'masih', 'digabungkan', 'tidak', 'bisa', 'dibayar', 'yang', 'item', 'yang', 'dipilih', 'untuk', 'saat', 'bintang', 'dulu', 'nanti', 'kalau', 'sudah', 'bisa', 'bayar', 'pesanan', 'saya', 'tambah', 'lagi', 'bintangnya', 'terimakasih']","['bagus', 'membantu', 'pembayaran', 'spaylater', 'saran', 'dibayar', 'item', 'pesanan', 'jatuh', 'tempo', 'pembayaran', 'digabungkan', 'dibayar', 'item', 'dipilih', 'bintang', 'bayar', 'pesanan', 'bintangnya', 'terimakasih']",bagus bantu bayar spaylater saran bayar item pesan jatuh tempo bayar gabung bayar item pilih bintang bayar pesan bintang terimakasih
shopeepay Prosesnya cepat tankqu,shopeepay prosesnya cepat tankqu,shopeepay prosesnya cepat tankqu,"['shopeepay', 'prosesnya', 'cepat', 'tankqu']","['shopeepay', 'prosesnya', 'cepat', 'tankqu']",shopeepay proses cepat tankqu
oklike sangat di anjurkn,oklike sangat anjurkn,oklike sangat anjurkn,"['oklike', 'sangat', 'anjurkn']","['oklike', 'anjurkn']",oklike anjurkn
untuk transaksi midah aman cepat,untuk transaksi midah aman cepat,untuk transaksi midah aman cepat,"['untuk', 'transaksi', 'midah', 'aman', 'cepat']","['transaksi', 'midah', 'aman', 'cepat']",transaksi midah aman cepat
overall goods,overall goods,overall goods,"['overall', 'goods']","['overall', 'goods']",overall goods
transaksi mudah,transaksi mudah,transaksi mudah,"['transaksi', 'mudah']","['transaksi', 'mudah']",transaksi mudah
"BALIKIN DUIT GUA 1,8 GUA GA BISA TRANSFER GA BISA TARIK TUNAI UDAH NUNGGU 4 HARI BLOM BISA JUGA UDAH SEMINGGU SKRNG BLOM BISA JUGA, UDAH VERIFIKASI UDAH FLUS TETEP GA BISA MALAH DI SURUH NUNGGU LAGI,😒",balikin duit bisa transfer bisa tarik tunai udah nunggu hari blom bisa juga udah seminggu skrng blom bisa juga udah verifikasi udah flus tetep bisa malah suruh nunggu lagi,balikin duit bisa transfer bisa tarik tunai sudah menunggu hari belum bisa juga sudah seminggu sekarang belum bisa juga sudah verifikasi sudah flus tetap bisa malah suruh menunggu lagi,"['balikin', 'duit', 'bisa', 'transfer', 'bisa', 'tarik', 'tunai', 'sudah', 'menunggu', 'hari', 'belum', 'bisa', 'juga', 'sudah', 'seminggu', 'sekarang', 'belum', 'bisa', 'juga', 'sudah', 'verifikasi', 'sudah', 'flus', 'tetap', 'bisa', 'malah', 'suruh', 'menunggu', 'lagi']","['balikin', 'duit', 'transfer', 'tarik', 'tunai', 'menunggu', 'seminggu', 'verifikasi', 'flus', 'suruh', 'menunggu']",balikin duit transfer tarik tunai tunggu minggu verifikasi flus suruh tunggu
mudah dan aman,mudah aman,mudah aman,"['mudah', 'aman']","['mudah', 'aman']",mudah aman
"transfer ke e-wallet lain harusnya bisa gratis tanpa batas, atau diperbanyak misal 300 kali atau 500 kali, ini hanya 120 kali saja.",transfer ewallet lain harusnya bisa gratis tanpa batas atau diperbanyak misal kali atau kali hanya kali saja,transfer ewallet lain harusnya bisa gratis tanpa batas atau diperbanyak misal kali atau kali hanya kali saja,"['transfer', 'ewallet', 'lain', 'harusnya', 'bisa', 'gratis', 'tanpa', 'batas', 'atau', 'diperbanyak', 'misal', 'kali', 'atau', 'kali', 'hanya', 'kali', 'saja']","['transfer', 'ewallet', 'gratis', 'batas', 'diperbanyak', 'kali', 'kali', 'kali']",transfer ewallet gratis batas banyak kali kali kali
rekomendasi buat seluruh WNI apk sempurna no minus,rekomendasi buat seluruh sempurna minus,rekomendasi buat seluruh sempurna minus,"['rekomendasi', 'buat', 'seluruh', 'sempurna', 'minus']","['rekomendasi', 'sempurna', 'minus']",rekomendasi sempurna minus
sangat membantu 👍,sangat membantu,sangat membantu,"['sangat', 'membantu']",['membantu'],bantu
mantaf sangat puas,mantaf sangat puas,mantaf sangat puas,"['mantaf', 'sangat', 'puas']","['mantaf', 'puas']",mantaf puas
"baru pakai,lumayan bagus",baru pakailumayan bagus,baru pakailumayan bagus,"['baru', 'pakailumayan', 'bagus']","['pakailumayan', 'bagus']",pakailumayan bagus
"ga bisa ajukan pinjaman udah bpr kali di tolak, pencahayaan nya bagus foto KTP juga ga burem tetep aja ga bisa ga niat ni aplikasi ga usah di install buat emosi",bisa ajukan pinjaman udah kali tolak pencahayaan bagus foto juga burem tetep bisa niat aplikasi usah install buat emosi,bisa ajukan pinjaman sudah kali tolak pencahayaan bagus foto juga buram tetap bisa niat aplikasi usah install buat emosi,"['bisa', 'ajukan', 'pinjaman', 'sudah', 'kali', 'tolak', 'pencahayaan', 'bagus', 'foto', 'juga', 'buram', 'tetap', 'bisa', 'niat', 'aplikasi', 'usah', 'install', 'buat', 'emosi']","['ajukan', 'pinjaman', 'kali', 'tolak', 'pencahayaan', 'bagus', 'foto', 'buram', 'niat', 'aplikasi', 'install', 'emosi']",aju pinjam kali tolak cahaya bagus foto buram niat aplikasi install emosi
"Bagus, cepat tanpa hambatan",bagus cepat tanpa hambatan,bagus cepat tanpa hambatan,"['bagus', 'cepat', 'tanpa', 'hambatan']","['bagus', 'cepat', 'hambatan']",bagus cepat hambat
bagus semoga kedepannya tetap bagus,bagus semoga kedepannya tetap bagus,bagus semoga kedepannya tetap bagus,"['bagus', 'semoga', 'kedepannya', 'tetap', 'bagus']","['bagus', 'semoga', 'kedepannya', 'bagus']",bagus moga depan bagus
"saya kasih 2 dulu,, krn ini sering gangguan dan tiap hari pembaharuan,, setiap org mau beli token gak pernah bisa, dlm perbaikan terus..",saya kasih dulu sering gangguan tiap hari pembaharuan setiap beli token pernah bisa perbaikan terus,saya kasih dulu sering gangguan tiap hari pembaharuan setiap beli token pernah bisa perbaikan terus,"['saya', 'kasih', 'dulu', 'sering', 'gangguan', 'tiap', 'hari', 'pembaharuan', 'setiap', 'beli', 'token', 'pernah', 'bisa', 'perbaikan', 'terus']","['kasih', 'gangguan', 'pembaharuan', 'beli', 'token', 'perbaikan']",kasih ganggu baharu beli token baik
sangat senang pakai shopee...,sangat senang pakai shopee,sangat senang pakai shopee,"['sangat', 'senang', 'pakai', 'shopee']","['senang', 'pakai', 'shopee']",senang pakai shopee
okke,okke,okke,['okke'],['okke'],okke
"giendeng shopee pajak bagi penjual jadi 22% mencekik syekali, sangat amat membagongkan",giendeng shopee pajak bagi penjual jadi mencekik syekali sangat amat membagongkan,giendeng shopee pajak bagi penjual jadi mencekik syekali sangat amat membagongkan,"['giendeng', 'shopee', 'pajak', 'bagi', 'penjual', 'jadi', 'mencekik', 'syekali', 'sangat', 'amat', 'membagongkan']","['giendeng', 'shopee', 'pajak', 'penjual', 'mencekik', 'syekali', 'membagongkan']",giendeng shopee pajak jual cekik syekali bagong
recommended,recommended,recommended,['recommended'],['recommended'],recommended
"keterangam biaya parkir sudah nggk d cantumkam, jadi driver sekrang slalu ada minta uang parkir, walaupun kdang kita tau tempat mitrafood nggk ad parkirnya...",keterangam biaya parkir sudah nggk cantumkam jadi driver sekrang slalu minta uang parkir walaupun kdang kita tempat mitrafood nggk parkirnya,keterangam biaya parkir sudah tidak cantumkam jadi driver sekarang selalu meminta uang parkir walaupun kadang kita tempat mitrafood tidak parkirnya,"['keterangam', 'biaya', 'parkir', 'sudah', 'tidak', 'cantumkam', 'jadi', 'driver', 'sekarang', 'selalu', 'meminta', 'uang', 'parkir', 'walaupun', 'kadang', 'kita', 'tempat', 'mitrafood', 'tidak', 'parkirnya']","['keterangam', 'biaya', 'parkir', 'cantumkam', 'driver', 'uang', 'parkir', 'kadang', 'mitrafood', 'parkirnya']",rangam biaya parkir cantumkam driver uang parkir kadang mitrafood parkir
kenapa harus vermuk terus sy kalo mau transaksi,kenapa harus vermuk terus kalo transaksi,kenapa harus vermuk terus kalau transaksi,"['kenapa', 'harus', 'vermuk', 'terus', 'kalau', 'transaksi']","['vermuk', 'transaksi']",vermuk transaksi
"mempermudah segala pembayaran, terima kasih sudah membantu.",mempermudah segala pembayaran terima kasih sudah membantu,mempermudah segala pembayaran terima kasih sudah membantu,"['mempermudah', 'segala', 'pembayaran', 'terima', 'kasih', 'sudah', 'membantu']","['mempermudah', 'pembayaran', 'terima', 'kasih', 'membantu']",mudah bayar terima kasih bantu
aplikasi sangat membantu,aplikasi sangat membantu,aplikasi sangat membantu,"['aplikasi', 'sangat', 'membantu']","['aplikasi', 'membantu']",aplikasi bantu
-barang tidak sesuai yg di foto dan tidak fungsi -bisa saja di laporkan dengan dasar tindak penipuan,barang tidak sesuai foto tidak fungsi bisa saja laporkan dengan dasar tindak penipuan,barang tidak sesuai foto tidak fungsi bisa saja laporkan dengan dasar tindak penipuan,"['barang', 'tidak', 'sesuai', 'foto', 'tidak', 'fungsi', 'bisa', 'saja', 'laporkan', 'dengan', 'dasar', 'tindak', 'penipuan']","['barang', 'sesuai', 'foto', 'fungsi', 'laporkan', 'dasar', 'tindak', 'penipuan']",barang sesuai foto fungsi lapor dasar tindak tipu
mntabbb,mntabbb,mntabbb,['mntabbb'],['mntabbb'],mntabbb
the best e-wallet,best ewallet,best ewallet,"['best', 'ewallet']","['best', 'ewallet']",best ewallet
"Seperti nya bagus,tapi saya blm mencoba,pokonya ok banget kapan2 pasti coba",seperti bagustapi saya mencobapokonya banget kapan pasti coba,seperti bagustapi saya mencobapokonya banget kapan pasti coba,"['seperti', 'bagustapi', 'saya', 'mencobapokonya', 'banget', 'kapan', 'pasti', 'coba']","['bagustapi', 'mencobapokonya', 'banget', 'coba']",bagustapi mencobapokonya banget coba
"saldo saya berkurang setiap bulan Rp 35.520 oleh Google play, padahal saya tidak ada berlangganan apapun",saldo saya berkurang setiap bulan  oleh google play padahal saya tidak berlangganan apapun,saldo saya berkurang setiap bulan oleh google play padahal saya tidak berlangganan apapun,"['saldo', 'saya', 'berkurang', 'setiap', 'bulan', 'oleh', 'google', 'play', 'padahal', 'saya', 'tidak', 'berlangganan', 'apapun']","['saldo', 'berkurang', 'google', 'play', 'berlangganan', 'apapun']",saldo kurang google play langgan apa
canggih. keren.,canggih keren,canggih keren,"['canggih', 'keren']","['canggih', 'keren']",canggih keren
sangat bagus penjelasannya dan berkualitas,sangat bagus penjelasannya berkualitas,sangat bagus penjelasannya berkualitas,"['sangat', 'bagus', 'penjelasannya', 'berkualitas']","['bagus', 'penjelasannya', 'berkualitas']",bagus jelas kualitas
dengan shopee benlanja jadi Mudah,dengan shopee benlanja jadi mudah,dengan shopee benlanja jadi mudah,"['dengan', 'shopee', 'benlanja', 'jadi', 'mudah']","['shopee', 'benlanja', 'mudah']",shopee benlanja mudah
transfer ke dana di proses terlalu lama,transfer dana proses terlalu lama,transfer dana proses terlalu lama,"['transfer', 'dana', 'proses', 'terlalu', 'lama']","['transfer', 'dana', 'proses']",transfer dana proses
"parah sih ini....!! setelah melunasi tagihan spaylater, dan akan menggunakan spaylater lagi untuk scan QRIS malah tidak bisa 🤦🏿",parah setelah melunasi tagihan spaylater akan menggunakan spaylater lagi untuk scan qris malah tidak bisa,parah setelah melunasi tagihan spaylater akan menggunakan spaylater lagi untuk scan qris malah tidak bisa,"['parah', 'setelah', 'melunasi', 'tagihan', 'spaylater', 'akan', 'menggunakan', 'spaylater', 'lagi', 'untuk', 'scan', 'qris', 'malah', 'tidak', 'bisa']","['parah', 'melunasi', 'tagihan', 'spaylater', 'spaylater', 'scan', 'qris']",parah lunas tagih spaylater spaylater scan qris
"dasar aplikasi busuk, mau login aja sulit, aplikasi sampah kau",dasar aplikasi busuk login sulit aplikasi sampah,dasar aplikasi busuk login sulit aplikasi sampah,"['dasar', 'aplikasi', 'busuk', 'login', 'sulit', 'aplikasi', 'sampah']","['dasar', 'aplikasi', 'busuk', 'login', 'sulit', 'aplikasi', 'sampah']",dasar aplikasi busuk login sulit aplikasi sampah
aplikasi yg mulitupungsi dan keren,aplikasi mulitupungsi keren,aplikasi mulitupungsi keren,"['aplikasi', 'mulitupungsi', 'keren']","['aplikasi', 'mulitupungsi', 'keren']",aplikasi mulitupungsi keren
berguna untuk membantu saya... Terimakasih 🙏,berguna untuk membantu saya terimakasih,berguna untuk membantu saya terimakasih,"['berguna', 'untuk', 'membantu', 'saya', 'terimakasih']","['berguna', 'membantu', 'terimakasih']",guna bantu terimakasih
"Saya mitra driver shopee saya merasa di rugikan dengan sistem anda anda telah mengabil uang saya 57000 ribu drngan alasan ada pesanan masuk terus akjn saya kena poin pinalti 100. Karna barang tidak nyampai..padahal barang orderan tidak ada yg masuk ga ada laporan ada pesanan masuk tolong sebagai sitem anda kerja harus propesional saya dari kecil didik jujur sama orang tua sampai mondok ngaji sekarang saya di pitnah saya ga mengantar kan pesanan ke pelangan saya  merasa pitnah bener"" sm kalian",saya mitra driver shopee saya merasa rugikan dengan sistem anda anda telah mengabil uang saya  ribu drngan alasan pesanan masuk terus akjn saya kena poin pinalti karna barang tidak nyampaipadahal barang orderan tidak masuk laporan pesanan masuk tolong sebagai sitem anda kerja harus propesional saya dari kecil didik jujur sama orang sampai mondok ngaji sekarang saya pitnah saya mengantar pesanan pelangan saya merasa pitnah bener kalian,saya mitra driver shopee saya merasa rugikan dengan sistem anda anda telah mengabil uang saya ribu drngan alasan pesanan masuk terus akjn saya kena poin pinalti karena barang tidak nyampaipadahal barang orderan tidak masuk laporan pesanan masuk tolong sebagai sitem anda kerja harus propesional saya dari kecil didik jujur sama orang sampai mondok mengaji sekarang saya pitnah saya mengantar pesanan pelangan saya merasa pitnah benar kalian,"['saya', 'mitra', 'driver', 'shopee', 'saya', 'merasa', 'rugikan', 'dengan', 'sistem', 'anda', 'anda', 'telah', 'mengabil', 'uang', 'saya', 'ribu', 'drngan', 'alasan', 'pesanan', 'masuk', 'terus', 'akjn', 'saya', 'kena', 'poin', 'pinalti', 'karena', 'barang', 'tidak', 'nyampaipadahal', 'barang', 'orderan', 'tidak', 'masuk', 'laporan', 'pesanan', 'masuk', 'tolong', 'sebagai', 'sitem', 'anda', 'kerja', 'harus', 'propesional', 'saya', 'dari', 'kecil', 'didik', 'jujur', 'sama', 'orang', 'sampai', 'mondok', 'mengaji', 'sekarang', 'saya', 'pitnah', 'saya', 'mengantar', 'pesanan', 'pelangan', 'saya', 'merasa', 'pitnah', 'benar', 'kalian']","['mitra', 'driver', 'shopee', 'rugikan', 'sistem', 'mengabil', 'uang', 'ribu', 'drngan', 'alasan', 'pesanan', 'masuk', 'akjn', 'kena', 'poin', 'pinalti', 'barang', 'nyampaipadahal', 'barang', 'orderan', 'masuk', 'laporan', 'pesanan', 'masuk', 'tolong', 'sitem', 'kerja', 'propesional', 'didik', 'jujur', 'orang', 'mondok', 'mengaji', 'pitnah', 'mengantar', 'pesanan', 'pelangan', 'pitnah']",mitra driver shopee rugi sistem kabil uang ribu drngan alas pesan masuk akjn kena poin pinalti barang nyampaipadahal barang order masuk lapor pesan masuk tolong sitem kerja propesional didik jujur orang mondok aji pitnah antar pesan pelang pitnah
mantap dengan ini mudah bertransaksi,mantap dengan mudah bertransaksi,mantap dengan mudah bertransaksi,"['mantap', 'dengan', 'mudah', 'bertransaksi']","['mantap', 'mudah', 'bertransaksi']",mantap mudah transaksi
terbaik gak pake nunggu2 lama TF uang.. jaya terus shopee utk UMKM indonesia,terbaik pake nunggu lama uang jaya terus shopee umkm indonesia,terbaik pakai menunggu lama uang jaya terus shopee umkm indonesia,"['terbaik', 'pakai', 'menunggu', 'lama', 'uang', 'jaya', 'terus', 'shopee', 'umkm', 'indonesia']","['terbaik', 'pakai', 'menunggu', 'uang', 'jaya', 'shopee', 'umkm', 'indonesia']",baik pakai tunggu uang jaya shopee umkm indonesia
